utt_id,split,hf_index,text,duration,wer_subset,mos_subset,tone_validation_subset,baseline_tts_audio_path,asr_model_id,asr_backend,asr_transcript,asr_error,reference_norm,asr_norm,wer,cer
dev_0039,test,40,nkyerɛ yɛn kwan a yɛne ne ntɛmu ntumi nyɛ papa ɛno na ɛma yɛtumi kɔso som,5.579999923706055,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0039.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,nkyerɛw guan a yɛne ne temm te mu nnye papa na nnan ama yɛtimm kɔ so so.,,nkyerɛ yɛn kwan a yɛne ne ntɛmu ntumi nyɛ papa ɛno na ɛma yɛtumi kɔso som,nkyerɛw guan a yɛne ne temm te mu nnye papa na nnan ama yɛtimm kɔ so so,0.875,0.3287671232876712
dev_0040,test,41,de ma yɛn no yɛbɛyɛ dɛn anya so mfaso kɛse yɛbɛnya saa nsɛmmisa yi ho mmuaeɛ,5.400000095367432,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0040.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,"yɛmayɛ no, ebaa de enyiwa so nfa so kɛse, ebien yɛ saa esɛm si ho wɔ ayɛ.",,de ma yɛn no yɛbɛyɛ dɛn anya so mfaso kɛse yɛbɛnya saa nsɛmmisa yi ho mmuaeɛ,yɛmayɛ no ebaa de enyiwa so nfa so kɛse ebien yɛ saa esɛm si ho wɔ ayɛ,0.875,0.4342105263157895
dev_0041,test,42,yɛreka saa onipa biara nni hɔ a wahunu onyankopɔn da anaasɛ wahunu sɛ ɔrebɔ biribi na,7.739999771118164,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0041.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,dadeɛ kaa sa wɔn nnipa biara ani hɔ a wohunu ndakopɔn da anaa sɛ wohunu sɛ ɔremo abien na.,,yɛreka saa onipa biara nni hɔ a wahunu onyankopɔn da anaasɛ wahunu sɛ ɔrebɔ biribi na,dadeɛ kaa sa wɔn nnipa biara ani hɔ a wohunu ndakopɔn da anaa sɛ wohunu sɛ ɔremo abien na,0.8125,0.29411764705882354
dev_0042,test,43,biara nnya adwene sɛ ne ho hia sen ne yɔnko a ɛbɛma wɔn ani agye paa,4.199999809265137,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0042.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,bea re ɛnna gyina ne sɛn ne ho nyansen na yɔnko abarima wɔ n'adwuma pa ara.,,biara nnya adwene sɛ ne ho hia sen ne yɔnko a ɛbɛma wɔn ani agye paa,bea re ɛnna gyina ne sɛn ne ho nyansen na yɔnko abarima wɔ n'adwuma pa ara,0.9375,0.45588235294117646
dev_0043,test,45,mmiɛnsa nso kenkan sɛ o yehowa minim sɛ odasani kwan nni ne nsam ɛnni onipa nsam,7.420000076293945,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0043.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,nnipa nso nkanso wɔreyɛ owia mu sɛ ɔda sini kwan ne ne nsam ɛne nnipa so mu.,,mmiɛnsa nso kenkan sɛ o yehowa minim sɛ odasani kwan nni ne nsam ɛnni onipa nsam,nnipa nso nkanso wɔreyɛ owia mu sɛ ɔda sini kwan ne ne nsam ɛne nnipa so mu,0.8125,0.4
dev_0044,test,46,ɛwom ɛnna fɛm sɛ wobɛfa saa gyinae no ababaa bi a wɔfrɛ no heather kãa sɛ,5.438000202178955,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0044.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,awum nafam saa wɔbɛfasagyina ayɛ no ababaawa bi awofra no ho yɛ atseɛ kasa.,,ɛwom ɛnna fɛm sɛ wobɛfa saa gyinae no ababaa bi a wɔfrɛ no heather k a sɛ,awum nafam saa wɔbɛfasagyina ayɛ no ababaawa bi awofra no ho yɛ atseɛ kasa,0.8235294117647058,0.4246575342465753
dev_0045,test,47,a ɔwɔ ma asaase no abɛmu na ama ne din ho ate obiara ntumi nsesa yehowa,5.380000114440918,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0045.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,ɔwoma saa sɛn no ebinom na amane di ho te obira ntoma nso asɛe hɔ a.,,a ɔwɔ ma asaase no abɛmu na ama ne din ho ate obiara ntumi nsesa yehowa,ɔwoma saa sɛn no ebinom na amane di ho te obira ntoma nso asɛe hɔ a,0.9375,0.36619718309859156
dev_0046,test,48,papa sɛ yɛbɛnya adwene sɛ sɛ meyɛ biribi a ɛnyɛ na ɛyɛ bɔne wɔ onyankopɔn ani,5.639999866485596,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0046.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,papa ayɛ bi gyina adwen sɛmii yɛ abibea na wɔyɛ bɔ ne ho nyanku pono yi.,,papa sɛ yɛbɛnya adwene sɛ sɛ meyɛ biribi a ɛnyɛ na ɛyɛ bɔne wɔ onyankopɔn ani,papa ayɛ bi gyina adwen sɛmii yɛ abibea na wɔyɛ bɔ ne ho nyanku pono yi,0.9375,0.4805194805194805
dev_0047,test,49,adane amamfo amamfo no bɛn baghdad a ɛwɔ iraq ɛno yɛ adanse a ɛkyerɛ sɛ nkɔmhyɛ,7.920000076293945,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0047.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,adan amanfoɔ ama mfonin baa da wɔwura nnua adansie a ɛkyerɛ sɛ nkɔmmehyɛ.,,adane amamfo amamfo no bɛn baghdad a ɛwɔ iraq ɛno yɛ adanse a ɛkyerɛ sɛ nkɔmhyɛ,adan amanfoɔ ama mfonin baa da wɔwura nnua adansie a ɛkyerɛ sɛ nkɔmmehyɛ,0.8125,0.3291139240506329
dev_0048,test,50,nkyekyem du kɔsi du baako asɛm bisa dɛn na bible bɔɔ kɔkɔ sɛ ɛbɛkɔ so wɔ,5.639999866485596,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0048.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,nkyɛn mu duku si duka ho sɛ mbesa dan bebree bɔ kɔkɔɔ sɛ ɛbɛkɔ so wɔ hɔ.,,nkyekyem du kɔsi du baako asɛm bisa dɛn na bible bɔɔ kɔkɔ sɛ ɛbɛkɔ so wɔ,nkyɛn mu duku si duka ho sɛ mbesa dan bebree bɔ kɔkɔɔ sɛ ɛbɛkɔ so wɔ hɔ,0.8125,0.3888888888888889
dev_0049,test,51,mihu sɛ ɛreboa me wɔ m'asetena mu ɔhaw a mehyia no seesei no bible bɛyɛ dɛn,5.539999961853027,True,False,False,/workspace/twi-tone-conditioned-vits/outputs/baseline_tts/dev_0049.wav,FarmerlineML/twi-asr-qwen2audio-merged,qwen2_audio,nnwomudua wɔn mu sɛ adwuma mu na ebi nso hyɛ ahwehwɛniwa. nnipa bebree kura abibifoɔ bi so. nnipadɔm bi nso gyina hɔ a wɔte akonnwa mu.,,mihu sɛ ɛreboa me wɔ m'asetena mu ɔhaw a mehyia no seesei no bible bɛyɛ dɛn,nnwomudua wɔn mu sɛ adwuma mu na ebi nso hyɛ ahwehwɛniwa nnipa bebree kura abibifoɔ bi so nnipadɔm bi nso gyina hɔ a wɔte akonnwa mu,1.5625,1.3066666666666666
