token,farmerline_count,phoneme_dataset_count,in_farmerline,in_phoneme_dataset,unicode_name,unicode_category
apata,0,2,False,True,,
apaw,1,0,True,False,,
apem,11,0,True,False,,
apete,0,1,False,True,,
"apete,",0,1,False,True,,
"apini,",0,1,False,True,,
"apo,",0,1,False,True,,
apollos,1,0,True,False,,
aponkɛseɛ,0,2,False,True,,
aponnwa,0,2,False,True,,
apono,1,7,True,True,,
"apono,",0,1,False,True,,
aponta,0,1,False,True,,
apopobibireboɔ,0,2,False,True,,
aprannaa,0,2,False,True,,
apueeɛ,0,2,False,True,,
"apueeɛ,",0,1,False,True,,
apueeɛfoɔ,0,1,False,True,,
apɔnkɔ,0,3,False,True,,
"apɔnkɔ,",0,1,False,True,,
apɔnkɔsotefoɔ,0,1,False,True,,
apɔntuo,1,0,True,False,,
apɛ,2,0,True,False,,
ara,30,56,True,True,,
ara!,0,1,False,True,,
"ara,",0,6,False,True,,
ara.,0,5,False,True,,
arabia,0,1,False,True,,
arew,1,0,True,False,,
armageddon,1,0,True,False,,
arnott,1,0,True,False,,
arthur,1,0,True,False,,
aruba,1,0,True,False,,
arɛho,2,0,True,False,,
asa,4,2,True,True,,
"asa,",0,2,False,True,,
asa.,0,1,False,True,,
asaase,4,0,True,False,,
asadeɛ,0,2,False,True,,
asaf,0,3,False,True,,
asafo,27,24,True,True,,
"asafo,",0,1,False,True,,
asafohene,0,5,False,True,,
"asafohene,",0,1,False,True,,
asafommɔpanyinfoɔ,2,0,True,False,,
asaia,0,1,False,True,,
asamando,0,1,False,True,,
"asamando,",0,3,False,True,,
asan,5,0,True,False,,
asane,0,2,False,True,,
"asansa,",0,1,False,True,,
asase,22,63,True,True,,
asasewosoɔ,0,1,False,True,,
asawa,1,0,True,False,,
asdod,0,2,False,True,,
ase,52,21,True,True,,
ase!,0,1,False,True,,
"ase,",0,4,False,True,,
ase.,0,5,False,True,,
ase;,0,1,False,True,,
aseda,1,0,True,False,,
asefoɔ,1,0,True,False,,
asehyɛ.,0,1,False,True,,
asem,5,0,True,False,,
asemasi,1,0,True,False,,
asene,1,2,True,True,,
aserfoɔ,1,0,True,False,,
asese,0,1,False,True,,
asetena,3,0,True,False,,
"asetenadeɛ,",0,1,False,True,,
asetenam,2,0,True,False,,
aseɛ,7,13,True,True,,
"aseɛ,",0,2,False,True,,
aseɛ.,0,3,False,True,,
asi,7,7,True,True,,
asia,1,0,True,False,,
asiane,0,2,False,True,,
asie,4,0,True,False,,
asieeɛ,0,1,False,True,,
asiefoɔ,0,1,False,True,,
asiesie,1,0,True,False,,
asiesiedeɛ,1,0,True,False,,
asietim,1,0,True,False,,
asikafoɔ,1,0,True,False,,
asinasini.,0,1,False,True,,
asinfua,1,0,True,False,,
asiriahene,0,1,False,True,,
ask,1,0,True,False,,
askelon,0,1,False,True,,
asm,2,0,True,False,,
aso,2,7,True,True,,
"aso,",0,2,False,True,,
asoa,0,1,False,True,,
asoasoa,0,1,False,True,,
asodideɛ,0,2,False,True,,
asodie,0,2,False,True,,
asofo,1,0,True,False,,
asohwɛ,1,0,True,False,,
asom,7,0,True,False,,
asomafo,5,0,True,False,,
asomafoɔ,7,0,True,False,,
asomdwoe,9,0,True,False,,
asomdwoeɛ,0,13,False,True,,
"asomdwoeɛ,",0,1,False,True,,
"asomfenakatakyi,",0,1,False,True,,
asomfo,2,0,True,False,,
asomfoɔ,2,1,True,True,,
"asomfoɔ,",0,1,False,True,,
asompɔfoɔ,1,0,True,False,,
asonfoɔ,2,0,True,False,,
"asorɔkyeɛ,",0,1,False,True,,
asotorɔ,0,1,False,True,,
asotwe,0,1,False,True,,
asotwe.,0,1,False,True,,
asoɔden,0,1,False,True,,
"asoɔdenfoɔ,",0,2,False,True,,
asoɛeɛ,0,1,False,True,,
asra,1,0,True,False,,
asraafodɔm,1,0,True,False,,
asraafofo,1,0,True,False,,
asraafoɔ,0,4,False,True,,
"asranefa,",0,1,False,True,,
asu,15,0,True,False,,
"asu,",0,1,False,True,,
asua,4,0,True,False,,
asuafo,4,0,True,False,,
asuafoɔ,1,2,True,True,,
asuasia,1,0,True,False,,
asuasua,3,0,True,False,,
asubɔ,0,2,False,True,,
asubɔnten,1,3,True,True,,
"asubɔnten,",0,1,False,True,,
asukɔnkɔn,0,1,False,True,,
asukɔtweaa.,0,1,False,True,,
asuo,1,2,True,True,,
asusu,2,0,True,False,,
asutire,0,1,False,True,,
asutware,0,1,False,True,,
asuwa,0,1,False,True,,
"asɔfokuo,",0,1,False,True,,
asɔfoɔ,1,6,True,True,,
asɔhwɛ,1,0,True,False,,
asɔkwaa,0,1,False,True,,
asɔmfoɔ,2,0,True,False,,
asɔre,1,0,True,False,,
asɔredan,0,2,False,True,,
asɔrefie,1,5,True,True,,
asɔretia,1,0,True,False,,
asɛ,2,0,True,False,,
asɛdeɛ,2,0,True,False,,
asɛdie,2,0,True,False,,
asɛe,2,0,True,False,,
asɛe;,0,1,False,True,,
asɛhɔ,1,0,True,False,,
asɛhɔasɛm,1,0,True,False,,
asɛm,127,43,True,True,,
"asɛm,",0,3,False,True,,
asɛm.,0,1,False,True,,
asɛmasɛm,1,0,True,False,,
asɛmbisa,6,0,True,False,,
asɛmdenden,0,1,False,True,,
asɛmhua,1,0,True,False,,
asɛmisa,1,0,True,False,,
asɛmka,1,0,True,False,,
asɛmmisa,48,0,True,False,,
asɛmmɔne,0,4,False,True,,
asɛmmɔne;,0,1,False,True,,
asɛmpa,7,5,True,True,,
asɛmpaka,2,0,True,False,,
asɛmpatrɛfo,1,0,True,False,,
asɛmpɛfoɔ,0,1,False,True,,
asɛmti,1,0,True,False,,
asɛnhwasɛm,1,0,True,False,,
asɛnka,9,0,True,False,,
asɛnkorɔ,0,1,False,True,,
asɛnnibie,1,0,True,False,,
asɛnnua,0,5,False,True,,
asɛntenenee,0,1,False,True,,
ataa,0,1,False,True,,
atadeɛ,0,3,False,True,,
"ataia,",0,1,False,True,,
atalia,0,2,False,True,,
atamfo,3,0,True,False,,
atamfoɔ,0,7,False,True,,
ate,4,0,True,False,,
ateasefoɔ,0,2,False,True,,
atemmuda,0,1,False,True,,
atemmudeɛ,0,3,False,True,,
"atemmudeɛ,",0,1,False,True,,
atemmuo,1,5,True,True,,
atemmusɛm.,0,1,False,True,,
atena,1,3,True,True,,
"atenaeɛ,",0,1,False,True,,
atenatena,0,1,False,True,,
atene,0,1,False,True,,
atenefoɔ,0,1,False,True,,
"ateneneedeɛ,",0,2,False,True,,
atenetene,0,2,False,True,,
atentene,0,1,False,True,,
atetekwaa,0,1,False,True,,
atetesɛm,0,1,False,True,,
atetɛ,1,0,True,False,,
ati,0,1,False,True,,
atia,1,2,True,True,,
atie,1,0,True,False,,
atifi,0,6,False,True,,
"atifi,",0,3,False,True,,
atifi.,0,2,False,True,,
atim,0,1,False,True,,
atini,2,0,True,False,,
atirim,1,0,True,False,,
atirimpɔ,1,0,True,False,,
atirimuɔdenfoɔ,0,1,False,True,,
atirisopam!,0,1,False,True,,
"atirisopam,",0,1,False,True,,
atitire,0,5,False,True,,
"atitire,",0,1,False,True,,
atmmuo,1,0,True,False,,
atn,1,0,True,False,,
ato,2,5,True,True,,
atoa,1,0,True,False,,
atom,4,0,True,False,,
atomfoɔ,0,2,False,True,,
"atomu,",0,1,False,True,,
atoro,1,0,True,False,,
atorodi,1,0,True,False,,
atorofoɔ,0,2,False,True,,
atorɔ,0,1,False,True,,
atorɔsom,1,0,True,False,,
atosɛm,1,0,True,False,,
atotɔ!,0,1,False,True,,
atotɔ.,0,1,False,True,,
atoyerɛnkyɛm,1,0,True,False,,
atu,2,2,True,True,,
"atu,",0,1,False,True,,
atua,3,2,True,True,,
atuatew,1,0,True,False,,
atuhoakyɛ,0,2,False,True,,
atumfoɔ,2,0,True,False,,
"atumfoɔ,",0,1,False,True,,
atwa,0,8,False,True,,
atwam,0,1,False,True,,
"atwam,",0,1,False,True,,
atwe,0,2,False,True,,
atweburuwa,0,1,False,True,,
atwene,0,1,False,True,,
atwene.,0,1,False,True,,
atwerɔ,1,0,True,False,,
atwerɛ,1,3,True,True,,
atwerɛdeɛ,0,2,False,True,,
atwerɛfoɔ,1,3,True,True,,
atwerɛsɛm,1,1,True,True,,
atwetwe,2,0,True,False,,
atwewa,0,1,False,True,,
atye,1,0,True,False,,
atɔ,0,1,False,True,,
atɔeɛ,0,3,False,True,,
"atɔeɛ,",0,1,False,True,,
atɔfoɔ,0,2,False,True,,
atɛfoɔ,0,1,False,True,,
atɛm,1,0,True,False,,
atɛmmufo,1,0,True,False,,
atɛmmufoɔ,1,0,True,False,,
atɛn,1,1,True,True,,
"atɛn,",0,1,False,True,,
atɛn.,0,2,False,True,,
atɛn;,0,1,False,True,,
atɛntrenee,2,0,True,False,,
"atɛnyie,",0,1,False,True,,
awaefoɔ,0,1,False,True,,
aware,10,0,True,False,,
aware.,0,2,False,True,,
awarefo,1,0,True,False,,
awarefoɔ,2,0,True,False,,
awareye,1,0,True,False,,
awareɛ,4,0,True,False,,
aweredie,0,1,False,True,,
awerehymu,1,0,True,False,,
awerekyekyerɛ,1,0,True,False,,
aweretɔ,0,1,False,True,,
awerɛhoɔ,0,1,False,True,,
awerɛhyem,2,0,True,False,,
awerɛhyɛmu,2,0,True,False,,
awhyɛ,1,0,True,False,,
awia,0,4,False,True,,
"awiaberɛ,",0,1,False,True,,
awie,2,2,True,True,,
awie?,0,1,False,True,,
awiee,1,0,True,False,,
awieeɛ,3,2,True,True,,
awieeɛ.,0,1,False,True,,
awisiaa,0,1,False,True,,
"awiɛmfoɔ,",0,1,False,True,,
awo,2,0,True,False,,
awoeɛ?,0,1,False,True,,
awofo,7,0,True,False,,
awofoɔ,0,1,False,True,,
awotwa,1,0,True,False,,
awowasideɛ,0,1,False,True,,
awowɔ,0,1,False,True,,
awoɔ,2,7,True,True,,
awoɔtoatoasoɔ,2,0,True,False,,
awu,1,1,True,True,,
"awu,",0,1,False,True,,
awu.,0,1,False,True,,
awufo,2,0,True,False,,
awufoɔ,0,5,False,True,,
awuo,1,0,True,False,,
awuraa,0,1,False,True,,
awurade,4,175,True,True,,
awurade!,0,1,False,True,,
"awurade,",0,22,False,True,,
awurade.,0,10,False,True,,
awurade;,0,1,False,True,,
awɔ,1,1,True,True,,
"awɔ,",0,2,False,True,,
awɔfoɔ,1,0,True,False,,
awɔtwe,1,0,True,False,,
awɛmfoɔ,0,1,False,True,,
ay,1,0,True,False,,
ayamuɔnwono,0,1,False,True,,
ayamyi,0,2,False,True,,
ayamyɛ,0,1,False,True,,
ayarefoɔ,0,1,False,True,,
ayaresa,1,0,True,False,,
ayaresa.,0,2,False,True,,
ayaresabea,1,0,True,False,,
ayeforɔhyia.,0,1,False,True,,
ayeforɔkunu,1,0,True,False,,
ayerayera.,0,1,False,True,,
ayere,1,0,True,False,,
ayeyie,0,3,False,True,,
ayi,1,1,True,True,,
ayitoma,0,1,False,True,,
ayowa,0,1,False,True,,
ayuo,0,3,False,True,,
"ayuo,",0,1,False,True,,
ayɔnkofa,2,0,True,False,,
ayɔnkofam,1,0,True,False,,
ayɛ,41,27,True,True,,
ayɛ.,0,6,False,True,,
ayɛ;,0,1,False,True,,
ayɛmyɛ,3,0,True,False,,
ayɛmyɛne,1,0,True,False,,
ayɛyɛdeɛ,0,5,False,True,,
b,1,0,True,False,,
ba,24,57,True,True,,
ba!,0,1,False,True,,
"ba,",0,8,False,True,,
ba.,0,4,False,True,,
ba;,0,1,False,True,,
baa,9,35,True,True,,
baabi,10,2,True,True,,
baabiara,2,0,True,False,,
baadan,1,0,True,False,,
baaeɛ,1,0,True,False,,
baako,60,24,True,True,,
"baako,",0,6,False,True,,
baako.,0,1,False,True,,
baako;,0,4,False,True,,
baal,1,0,True,False,,
baal-meon,0,1,False,True,,
baal-peor,0,1,False,True,,
"baale-yuda,",0,1,False,True,,
baanan,0,1,False,True,,
baanan.,0,1,False,True,,
baanu,1,12,True,True,,
baanu.,0,1,False,True,,
baarima,1,0,True,False,,
baasa,0,6,False,True,,
baasa.,0,1,False,True,,
babaa,1,4,True,True,,
babaa.,0,2,False,True,,
babarima,2,0,True,False,,
babel,0,5,False,True,,
babel.,0,1,False,True,,
babilon,1,0,True,False,,
badwa,0,3,False,True,,
badwam,1,0,True,False,,
bae,6,1,True,True,,
"bae,",0,2,False,True,,
bae.,0,1,False,True,,
bae;,0,2,False,True,,
baeɛ,4,5,True,True,,
"baeɛ,",0,1,False,True,,
"bakanoma,",0,1,False,True,,
ban,7,1,True,True,,
"ban,",0,1,False,True,,
bangui,1,0,True,False,,
bapɔmma,0,1,False,True,,
baraba.,0,1,False,True,,
barakel,0,1,False,True,,
barima,1,0,True,False,,
"barima,",0,1,False,True,,
barle,1,0,True,False,,
baruk,0,2,False,True,,
basa,1,1,True,True,,
basaa,3,0,True,False,,
basabasa,0,1,False,True,,
basafa,0,9,False,True,,
basan,0,2,False,True,,
bata,0,1,False,True,,
bataa,1,0,True,False,,
"bawai,",0,1,False,True,,
be,1,0,True,False,,
bebai,0,1,False,True,,
beberee,1,0,True,False,,
bebree,11,7,True,True,,
bebree.,0,2,False,True,,
bedola,0,1,False,True,,
beebi,2,0,True,False,,
beer-seba;,0,1,False,True,,
behunu,1,0,True,False,,
behyira,1,0,True,False,,
bel,0,1,False,True,,
bem,0,2,False,True,,
bem.,0,1,False,True,,
bemdie,0,1,False,True,,
ben,1,0,True,False,,
ben-hadad,0,1,False,True,,
benyamin,0,2,False,True,,
benyaminfoɔ.,0,1,False,True,,
beor,0,1,False,True,,
bepɔ,0,14,False,True,,
ber,2,0,True,False,,
bere,15,0,True,False,,
berenyinaa,1,0,True,False,,
beresm,1,0,True,False,,
beresosɛm,2,0,True,False,,
bereɛ,0,1,False,True,,
berɛ,66,11,True,True,,
berɛnyina,1,0,True,False,,
berɛsosɛm,0,1,False,True,,
besalel,0,1,False,True,,
bet-semes;,0,1,False,True,,
"bet-yesimot,",0,1,False,True,,
"betania,",0,1,False,True,,
betel,0,3,False,True,,
betel;,0,1,False,True,,
bethel,4,0,True,False,,
betlehem,0,1,False,True,,
betlehemni,0,1,False,True,,
betumi,2,0,True,False,,
bi,130,37,True,True,,
"bi,",0,3,False,True,,
bi.,0,5,False,True,,
bi?,0,1,False,True,,
biafra,1,0,True,False,,
biara,47,30,True,True,,
"biara,",0,3,False,True,,
biara.,0,3,False,True,,
biara?,0,1,False,True,,
bible,53,0,True,False,,
bie,0,3,False,True,,
"bie,",0,2,False,True,,
bie.,0,1,False,True,,
biibi,1,0,True,False,,
bildad,1,0,True,False,,
bileam,0,1,False,True,,
bill,1,0,True,False,,
binom,5,2,True,True,,
bio,11,4,True,True,,
bio!,0,1,False,True,,
"bio,",0,9,False,True,,
bio.,0,7,False,True,,
bio:,0,1,False,True,,
bio;,0,1,False,True,,
bio?,0,2,False,True,,
biom,7,0,True,False,,
biribi,20,4,True,True,,
biribiara,12,7,True,True,,
biribiara.,0,1,False,True,,
birimbirim,1,0,True,False,,
bisa,26,0,True,False,,
bisaa,3,4,True,True,,
"bisibasaa,",0,1,False,True,,
bituel,1,0,True,False,,
blue,1,0,True,False,,
bn,1,0,True,False,,
bo,8,6,True,True,,
"bo,",0,1,False,True,,
boa,8,3,True,True,,
boaa,7,1,True,True,,
boaboa,1,0,True,False,,
boaboaa,0,1,False,True,,
boafoɔ,0,1,False,True,,
boase,1,0,True,False,,
boasetɔ,1,1,True,True,,
bobe,2,4,True,True,,
bobesa,1,2,True,True,,
bobeturo,0,1,False,True,,
bobɔ,0,1,False,True,,
bobɔɔ,0,2,False,True,,
bockaert,1,0,True,False,,
bogu,1,0,True,False,,
boguo,1,0,True,False,,
"bogyanamboɔ,",0,1,False,True,,
bom,0,1,False,True,,
bonhwa,0,5,False,True,,
boro,0,3,False,True,,
boroo,0,1,False,True,,
borɔdɔma,0,3,False,True,,
"borɔdɔmakan,",0,1,False,True,,
borɔfo,1,0,True,False,,
borɔfodi,1,0,True,False,,
bosome,0,4,False,True,,
botae,2,0,True,False,,
botaeɛ,1,0,True,False,,
botan,1,0,True,False,,
botantim,1,0,True,False,,
boɔ,0,2,False,True,,
bra,13,5,True,True,,
bra.,0,1,False,True,,
bre,3,0,True,False,,
break,1,0,True,False,,
britain,1,0,True,False,,
brooklyn,1,0,True,False,,
brɛ,3,4,True,True,,
brɛ.,0,1,False,True,,
brɛe.,0,1,False,True,,
brɛɛ,0,3,False,True,,
bu,5,0,True,False,,
bua,1,0,True,False,,
buaa,0,5,False,True,,
buburoo,1,0,True,False,,
bue,0,1,False,True,,
bus,0,1,False,True,,
busini,0,1,False,True,,
busua,2,0,True,False,,
busuani,0,2,False,True,,
"butu,",0,1,False,True,,
butuu,0,1,False,True,,
bɔ,27,11,True,True,,
bɔdwesɛ,0,1,False,True,,
bɔeɛ,1,0,True,False,,
bɔfo,2,0,True,False,,
bɔfoɔ,1,2,True,True,,
bɔhyɛ,6,1,True,True,,
bɔhyɛ.,0,1,False,True,,
bɔkɔɔ,0,1,False,True,,
"bɔkɔɔ,",0,1,False,True,,
bɔmmaa,0,1,False,True,,
bɔmu,1,0,True,False,,
bɔne,25,30,True,True,,
"bɔne,",0,2,False,True,,
bɔne.,0,2,False,True,,
bɔnefakyɛ,1,0,True,False,,
bɔnwono.,0,1,False,True,,
bɔnɔ,1,0,True,False,,
bɔoae,1,0,True,False,,
bɔs,1,0,True,False,,
"bɔwerɛboɔ,",0,1,False,True,,
bɔɔ,7,8,True,True,,
bɛ,2,0,True,False,,
bɛba,9,5,True,True,,
"bɛba,",0,1,False,True,,
bɛbam,1,0,True,False,,
bɛbata,0,1,False,True,,
bɛbi,2,0,True,False,,
bɛbisa,0,1,False,True,,
bɛboa,7,0,True,False,,
bɛbom,0,1,False,True,,
bɛboro,3,0,True,False,,
bɛbu,0,2,False,True,,
bɛbua,0,1,False,True,,
bɛbɔ,3,3,True,True,,
bɛbɔn,0,1,False,True,,
bɛda,0,2,False,True,,
bɛdan,1,0,True,False,,
bɛdane,0,2,False,True,,
bɛdi,0,2,False,True,,
bɛdidi,0,1,False,True,,
"bɛdie,",0,1,False,True,,
bɛdii,0,6,False,True,,
bɛduru,0,2,False,True,,
bɛdwirii,0,1,False,True,,
bɛdwoɔ,0,1,False,True,,
"bɛdɔɔso,",0,1,False,True,,
bɛfa,1,0,True,False,,
bɛfaa,0,1,False,True,,
bɛfi,1,0,True,False,,
bɛfire,1,0,True,False,,
bɛfiri,2,1,True,True,,
bɛgo,0,1,False,True,,
bɛgu,0,2,False,True,,
bɛgye,2,1,True,True,,
bɛgyeɛ,0,1,False,True,,
bɛgyina,0,2,False,True,,
bɛgyinaa,0,2,False,True,,
bɛha,0,1,False,True,,
bɛhohoro,1,0,True,False,,
bɛhu,1,0,True,False,,
bɛhunu,0,1,False,True,,
bɛhwehwɛ,0,1,False,True,,
bɛhwɛ,1,0,True,False,,
"bɛhwɛ,",0,2,False,True,,
bɛhyehye,1,0,True,False,,
bɛhyia,0,2,False,True,,
bɛhyira,1,0,True,False,,
bɛhyɛ,1,4,True,True,,
bɛhɔ,1,0,True,False,,
bɛka,7,4,True,True,,
bɛkaa,0,1,False,True,,
bɛkae,0,1,False,True,,
bɛkahu,1,0,True,False,,
"bɛkorɔ,",0,1,False,True,,
bɛkoto,0,1,False,True,,
bɛkum,1,0,True,False,,
bɛkurakura,0,1,False,True,,
bɛkusa,0,1,False,True,,
bɛkyerɛ,1,1,True,True,,
bɛkyerɛkyerɛ,1,0,True,False,,
bɛkyɛ,3,3,True,True,,
bɛkɔ,3,2,True,True,,
bɛma,7,11,True,True,,
bɛn,26,8,True,True,,
bɛn?,0,2,False,True,,
bɛnta,0,1,False,True,,
bɛnya,1,0,True,False,,
bɛnyane,1,0,True,False,,
bɛnyɛ,1,0,True,False,,
bɛpata,0,1,False,True,,
bɛporepore,0,1,False,True,,
bɛpraa,1,0,True,False,,
bɛpɛ,1,0,True,False,,
bɛsane,0,3,False,True,,
bɛse,0,1,False,True,,
bɛsen,1,0,True,False,,
bɛsi,2,3,True,True,,
bɛsiesie,1,0,True,False,,
bɛsii,0,4,False,True,,
bɛsisi,1,0,True,False,,
bɛso,2,1,True,True,,
bɛsom,3,1,True,True,,
bɛsosɔɔ,0,1,False,True,,
bɛsu,0,2,False,True,,
bɛsua,1,0,True,False,,
bɛsum,0,1,False,True,,
"bɛsɛeɛ,",0,1,False,True,,
bɛsɛpɛ,0,1,False,True,,
bɛtan,1,0,True,False,,
bɛte,1,0,True,False,,
"bɛte,",0,1,False,True,,
bɛtena,2,3,True,True,,
bɛtenaa,0,2,False,True,,
bɛtete,1,0,True,False,,
bɛtie,0,2,False,True,,
bɛtim,0,1,False,True,,
bɛtintim,1,0,True,False,,
bɛto,2,1,True,True,,
bɛtoa,1,1,True,True,,
bɛtoaa,0,1,False,True,,
"bɛtu,",0,1,False,True,,
bɛtumi,19,2,True,True,,
bɛtwa,1,1,True,True,,
bɛtwerɛ,0,1,False,True,,
bɛtwɛn,1,0,True,False,,
bɛtɔ,1,3,True,True,,
bɛtɛ,1,0,True,False,,
bɛtɛbɛtɛ,0,1,False,True,,
bɛwie,0,1,False,True,,
bɛwieei,1,0,True,False,,
bɛwu,2,2,True,True,,
bɛyi,3,3,True,True,,
bɛyie,1,0,True,False,,
bɛyɛ,20,9,True,True,,
bɛyɛɛ,1,2,True,True,,
bɛɛbi,2,0,True,False,,
c,1,0,True,False,,
canaan,1,0,True,False,,
canada,1,0,True,False,,
caribbean,1,0,True,False,,
carr,1,0,True,False,,
central,1,0,True,False,,
charlie,1,0,True,False,,
children,1,0,True,False,,
china,1,0,True,False,,
christ,1,0,True,False,,
cigarette,1,0,True,False,,
common,1,0,True,False,,
concord,1,0,True,False,,
corintofoɔ,1,0,True,False,,
d,1,0,True,False,,
da,40,49,True,True,,
"da,",0,3,False,True,,
da.,0,3,False,True,,
da;,0,1,False,True,,
daa,16,15,True,True,,
"daa,",0,6,False,True,,
daa.,0,6,False,True,,
daae,1,0,True,False,,
daakye,8,0,True,False,,
"daakye,",0,1,False,True,,
dabi,2,1,True,True,,
"dabi,",0,1,False,True,,
dabiara,2,0,True,False,,
dada,2,0,True,False,,
"dada,",0,1,False,True,,
dadeɛ,0,1,False,True,,
dae,1,0,True,False,,
daeɛ,1,2,True,True,,
daeɛ!,0,1,False,True,,
"daeɛ,",0,1,False,True,,
dam!,0,1,False,True,,
damasko,0,2,False,True,,
damasko.,0,1,False,True,,
damaskoni,0,1,False,True,,
dan,1,1,True,True,,
"dan,",0,2,False,True,,
dane,0,3,False,True,,
danfoɔ,0,1,False,True,,
daniel,2,0,True,False,,
dansefo,2,0,True,False,,
dansefoɔ,1,0,True,False,,
danseni,1,0,True,False,,
dantaban,1,0,True,False,,
dapɔnna,0,1,False,True,,
daso,3,0,True,False,,
dasoɔ,1,0,True,False,,
david,5,0,True,False,,
dawid,4,28,True,True,,
dawid.,0,1,False,True,,
dawid;,0,2,False,True,,
dawidi,2,0,True,False,,
dawuru,1,0,True,False,,
de,98,70,True,True,,
dea,0,1,False,True,,
"dea,",0,3,False,True,,
dea.,0,4,False,True,,
dea:,0,1,False,True,,
dea;,0,1,False,True,,
debɔneyɛni,0,1,False,True,,
deda,0,1,False,True,,
"dedan,",0,1,False,True,,
dedaw,1,0,True,False,,
delila,1,0,True,False,,
demmire,0,2,False,True,,
den,25,8,True,True,,
"den,",0,4,False,True,,
den.,0,3,False,True,,
"dendeenden,",0,1,False,True,,
denden,0,1,False,True,,
denden.,0,1,False,True,,
dennen,1,0,True,False,,
deɛ,28,121,True,True,,
"deɛ,",0,52,False,True,,
deɛ.,0,4,False,True,,
deɛ;,0,1,False,True,,
deɛ?,0,1,False,True,,
deɛn,7,0,True,False,,
di,28,14,True,True,,
didi,0,1,False,True,,
didii,2,0,True,False,,
"didii,",0,1,False,True,,
die,9,0,True,False,,
"die,",0,1,False,True,,
die.,0,1,False,True,,
dii,8,2,True,True,,
"dii,",0,1,False,True,,
din,16,24,True,True,,
"din,",0,3,False,True,,
din.,0,5,False,True,,
dinn,1,0,True,False,,
disarmament,1,0,True,False,,
diyifoɔ,0,1,False,True,,
diyifoɔ.,0,1,False,True,,
dn,2,0,True,False,,
dodo,4,0,True,False,,
dodoɔ,4,13,True,True,,
dodɔ,0,1,False,True,,
dofka.,0,1,False,True,,
dommum,1,0,True,False,,
dompe,0,5,False,True,,
donkodonko,0,1,False,True,,
"donkodonko,",0,1,False,True,,
dot,2,0,True,False,,
drakma,1,0,True,False,,
du,36,4,True,True,,
"du,",0,1,False,True,,
du.,0,1,False,True,,
dua,0,3,False,True,,
duamda,0,1,False,True,,
dubaako,12,0,True,False,,
dubaako.,0,1,False,True,,
duban,0,1,False,True,,
"due,",0,2,False,True,,
dum,0,1,False,True,,
"duma,",0,1,False,True,,
dumeinsan,1,0,True,False,,
dumiensa,2,0,True,False,,
dumienu,7,0,True,False,,
duminynsa,1,0,True,False,,
dumiɛnsa,2,0,True,False,,
dummiensa,1,0,True,False,,
dummienu,7,5,True,True,,
"dummienu,",0,3,False,True,,
dummienu.,0,2,False,True,,
dummienu;,0,1,False,True,,
dummiɛnsa,1,1,True,True,,
dummiɛnsa.,0,1,False,True,,
dumnnum,1,0,True,False,,
dumnwɔtwe,1,0,True,False,,
dumsɔn,1,0,True,False,,
dunaan,1,0,True,False,,
dunan,10,3,True,True,,
dunkron,14,0,True,False,,
dunkrɔn,1,0,True,False,,
dunnan,3,0,True,False,,
dunnkron,1,0,True,False,,
dunnkrɔn,1,0,True,False,,
dunnson,1,0,True,False,,
dunnum,3,0,True,False,,
dunnwɔtwe,4,0,True,False,,
dunnã,1,0,True,False,,
dunon,1,0,True,False,,
dunsia,18,1,True,True,,
"dunsia,",0,1,False,True,,
dunson,7,0,True,False,,
dunu,1,0,True,False,,
dunum,7,0,True,False,,
dununson,1,0,True,False,,
dununwɔtwe,1,0,True,False,,
dunwɔtwe,8,0,True,False,,
dupɔn,0,2,False,True,,
duraa,0,1,False,True,,
"duru,",0,1,False,True,,
duru;,0,1,False,True,,
duruduro,0,1,False,True,,
duruiɛ,0,1,False,True,,
duruu,0,2,False,True,,
dwa,0,1,False,True,,
dwan,0,1,False,True,,
dwane,1,1,True,True,,
"dwanedwanee,",0,1,False,True,,
dwanee.,0,1,False,True,,
dwankɔbea,1,0,True,False,,
dwen,1,0,True,False,,
dwendwene,1,0,True,False,,
dwene,2,1,True,True,,
dwenee,0,1,False,True,,
dwenne,1,0,True,False,,
dwennini,0,3,False,True,,
dwennwen,1,0,True,False,,
dwetikɛseɛ,0,1,False,True,,
dwetɛ,0,8,False,True,,
"dwetɛ,",0,1,False,True,,
dwirii,1,3,True,True,,
dwo,1,0,True,False,,
dwodwo,0,1,False,True,,
dwom,10,3,True,True,,
dwom.,0,2,False,True,,
dwonkyerɛfoɔ,0,1,False,True,,
dwonkyerɛfoɔ.,0,1,False,True,,
dwono,0,1,False,True,,
dwontoɔ,0,1,False,True,,
dwoodwoo,0,1,False,True,,
dwuma,3,0,True,False,,
dwumadie,2,0,True,False,,
dwumayɛni,0,1,False,True,,
dwɛɛ,0,1,False,True,,
dã,1,0,True,False,,
dɔ,15,10,True,True,,
"dɔ,",0,1,False,True,,
dɔ.,0,1,False,True,,
dɔben,1,0,True,False,,
dɔfo,1,2,True,True,,
"dɔfo,",0,1,False,True,,
dɔfoɔ,0,2,False,True,,
"dɔfoɔ,",0,2,False,True,,
dɔfoɔ.,0,1,False,True,,
dɔm,1,7,True,True,,
dɔmmarima,0,1,False,True,,
dɔn,0,3,False,True,,
dɔɔ,1,0,True,False,,
dɔɔso,1,4,True,True,,
"dɔɔso,",0,1,False,True,,
dɔɔso.,0,2,False,True,,
